Datum,MunicipalityCode,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal,AantalCumulatief,population,populationMunicipalityName,infectionsPerPopulation,infectionsPer1000,infectionsPer10000
2020-09-24,GM1681,1681,Borger-Odoorn,Drenthe,22,1,18,25686,Borger-Odoorn,0.000700770847932726,0.7007708479327259,7.00770847932726
2020-09-24,GM1684,1684,Cuijk,Noord-Brabant,30,1,116,,,,,
2020-09-24,GM1685,1685,Landerd,Noord-Brabant,30,2,162,,,,,
2020-09-24,GM1690,1690,De Wolden,Drenthe,22,2,62,24485,De Wolden,0.002532162548499081,2.532162548499081,25.321625484990808
2020-09-24,GM1695,1695,Noord-Beveland,Zeeland,29,0,20,7678,Noord-Beveland,0.0026048450117218025,2.6048450117218027,26.048450117218025
2020-09-24,GM1696,1696,Wijdemeren,Noord-Holland,27,1,95,24536,Wijdemeren,0.0038718617541571567,3.8718617541571567,38.71861754157157
2020-09-24,GM1699,1699,Noordenveld,Drenthe,22,3,55,31280,Noordenveld,0.001758312020460358,1.758312020460358,17.58312020460358
2020-09-24,GM1700,1700,Twenterand,Overijssel,23,1,67,33723,Twenterand,0.0019867746048690803,1.9867746048690804,19.867746048690805
2020-09-24,GM1701,1701,Westerveld,Drenthe,22,1,42,19839,Westerveld,0.0021170421896264933,2.1170421896264933,21.170421896264934
2020-09-24,GM1702,1702,Sint Anthonis,Noord-Brabant,30,1,83,,,,,
2020-09-24,GM1705,1705,Lingewaard,Gelderland,25,5,205,46989,Lingewaard,0.004362723190533955,4.362723190533955,43.62723190533955
2020-09-24,GM1706,1706,Cranendonck,Noord-Brabant,30,6,195,20632,Cranendonck,0.009451337727801474,9.451337727801475,94.51337727801474
2020-09-24,GM1708,1708,Steenwijkerland,Overijssel,23,5,127,44785,Steenwijkerland,0.002835770905437088,2.835770905437088,28.357709054370883
2020-09-24,GM1709,1709,Moerdijk,Noord-Brabant,30,4,137,37312,Moerdijk,0.0036717409948542022,3.6717409948542024,36.71740994854202
2020-09-24,GM1711,1711,Echt-Susteren,Limburg,31,1,114,31777,Echt-Susteren,0.0035875003933662714,3.5875003933662715,35.87500393366271
2020-09-24,GM1714,1714,Sluis,Zeeland,29,0,31,23145,Sluis,0.0013393821559732123,1.3393821559732122,13.393821559732123
2020-09-24,GM1719,1719,Drimmelen,Noord-Brabant,30,3,116,27581,Drimmelen,0.0042057938435879775,4.205793843587977,42.05793843587978
2020-09-24,GM1721,1721,Bernheze,Noord-Brabant,30,4,335,31785,Bernheze,0.010539562686801951,10.53956268680195,105.3956268680195
2020-09-24,GM1723,1723,Alphen-Chaam,Noord-Brabant,30,0,77,10444,Alphen-Chaam,0.007372654155495978,7.372654155495979,73.72654155495978
2020-09-24,GM1724,1724,Bergeijk,Noord-Brabant,30,6,158,18869,Bergeijk,0.008373522709205576,8.373522709205576,83.73522709205575
2020-09-24,GM1728,1728,Bladel,Noord-Brabant,30,12,142,20737,Bladel,0.006847663596470078,6.847663596470078,68.47663596470078
2020-09-24,GM1729,1729,Gulpen-Wittem,Limburg,31,1,91,14161,Gulpen-Wittem,0.006426099851705388,6.426099851705388,64.26099851705388
2020-09-24,GM1730,1730,Tynaarlo,Drenthe,22,5,62,34330,Tynaarlo,0.001806000582580833,1.806000582580833,18.060005825808332
2020-09-24,GM1731,1731,Midden-Drenthe,Drenthe,22,3,38,33729,Midden-Drenthe,0.001126626938243055,1.126626938243055,11.26626938243055
2020-09-24,GM1734,1734,Overbetuwe,Gelderland,25,5,217,48233,Overbetuwe,0.0044989944643708665,4.498994464370867,44.98994464370867
2020-09-24,GM1735,1735,Hof van Twente,Overijssel,23,1,75,35104,Hof van Twente,0.0021365086599817685,2.1365086599817684,21.365086599817687
2020-09-24,GM1740,1740,Neder-Betuwe,Gelderland,25,0,152,25050,Neder-Betuwe,0.006067864271457086,6.067864271457086,60.67864271457086
2020-09-24,GM1742,1742,Rijssen-Holten,Overijssel,23,3,229,38261,Rijssen-Holten,0.005985206868612948,5.985206868612948,59.85206868612948
2020-09-24,GM1771,1771,Geldrop-Mierlo,Noord-Brabant,30,6,158,40174,Geldrop-Mierlo,0.003932891920147359,3.9328919201473593,39.328919201473596
2020-09-24,GM1773,1773,Olst-Wijhe,Overijssel,23,2,66,18534,Olst-Wijhe,0.00356102298478472,3.56102298478472,35.6102298478472
2020-09-24,GM1774,1774,Dinkelland,Overijssel,23,4,97,26594,Dinkelland,0.0036474392720162443,3.6474392720162445,36.47439272016244
2020-09-24,GM1783,1783,Westland,Zuid-Holland,28,15,661,112616,Westland,0.005869503445336364,5.869503445336364,58.69503445336364
2020-09-24,GM1842,1842,Midden-Delfland,Zuid-Holland,28,5,87,19466,Midden-Delfland,0.004469331141477448,4.469331141477448,44.69331141477448
2020-09-24,GM1859,1859,Berkelland,Gelderland,25,1,125,43790,Berkelland,0.0028545329984014617,2.854532998401462,28.545329984014618
2020-09-24,GM1876,1876,Bronckhorst,Gelderland,25,1,106,36110,Bronckhorst,0.0029354749376903906,2.935474937690391,29.354749376903907
2020-09-24,GM1883,1883,Sittard-Geleen,Limburg,31,0,509,91724,Sittard-Geleen,0.005549256465047316,5.549256465047316,55.492564650473156
2020-09-24,GM1884,1884,Kaag en Braassem,Zuid-Holland,28,6,73,27916,Kaag en Braassem,0.002614987820604671,2.614987820604671,26.14987820604671
2020-09-24,GM1891,1891,Dantumadiel,Friesland,21,3,34,18958,Dantumadiel,0.0017934381263846398,1.7934381263846397,17.934381263846397
2020-09-24,GM1892,1892,Zuidplas,Zuid-Holland,28,11,358,45877,Zuidplas,0.00780347450792336,7.80347450792336,78.0347450792336
2020-09-24,GM1894,1894,Peel en Maas,Limburg,31,1,313,44374,Peel en Maas,0.007053680082931446,7.0536800829314465,70.53680082931446
2020-09-24,GM1895,1895,Oldambt,Groningen,20,0,38,38531,Oldambt,0.0009862188886870312,0.9862188886870311,9.862188886870312
2020-09-24,GM1896,1896,Zwartewaterland,Overijssel,23,1,173,23039,Zwartewaterland,0.007509006467294587,7.509006467294587,75.09006467294587
2020-09-24,GM1900,1900,Súdwest-Fryslân,Friesland,21,1,160,90307,S�dwest-Frysl�n,0.0017717341955773085,1.7717341955773085,17.717341955773087
2020-09-24,GM1901,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,5,196,35818,Bodegraven-Reeuwijk,0.005472108995477135,5.472108995477135,54.721089954771344
2020-09-24,GM1903,1903,Eijsden-Margraten,Limburg,31,2,193,25847,Eijsden-Margraten,0.00746701744883352,7.46701744883352,74.6701744883352
2020-09-24,GM1904,1904,Stichtse Vecht,Utrecht,26,10,336,65190,Stichtse Vecht,0.005154164749194662,5.1541647491946625,51.54164749194662
2020-09-24,GM1911,1911,Hollands Kroon,Noord-Holland,27,0,99,48755,Hollands Kroon,0.0020305609681058353,2.0305609681058354,20.305609681058353
2020-09-24,GM1916,1916,Leidschendam-Voorburg,Zuid-Holland,28,18,475,76727,Leidschendam-Voorburg,0.0061907802989821055,6.190780298982105,61.90780298982106
2020-09-24,GM1924,1924,Goeree-Overflakkee,Zuid-Holland,28,12,365,51042,Goeree-Overflakkee,0.007150973707926805,7.150973707926806,71.50973707926805
2020-09-24,GM1926,1926,Pijnacker-Nootdorp,Zuid-Holland,28,16,351,56701,Pijnacker-Nootdorp,0.006190367012927462,6.190367012927462,61.903670129274616
2020-09-24,GM1930,1930,Nissewaard,Zuid-Holland,28,13,412,86306,Nissewaard,0.004773712140523255,4.773712140523255,47.73712140523255
2020-09-24,GM1931,1931,Krimpenerwaard,Zuid-Holland,28,7,353,57151,Krimpenerwaard,0.006176619831673986,6.176619831673986,61.76619831673986
2020-09-24,GM1940,1940,De Fryske Marren,Friesland,21,6,115,51682,De Fryske Marren,0.002225146085677799,2.225146085677799,22.25146085677799
2020-09-24,GM1942,1942,Gooise Meren,Noord-Holland,27,13,297,58973,Gooise Meren,0.005036203008156275,5.036203008156274,50.36203008156274
2020-09-24,GM1945,1945,Berg en Dal,Gelderland,25,2,235,34979,Berg en Dal,0.006718316704308299,6.718316704308299,67.18316704308299
2020-09-24,GM1948,1948,Meierijstad,Noord-Brabant,30,5,685,82681,Meierijstad,0.008284853835826852,8.284853835826851,82.84853835826853
2020-09-24,GM1949,1949,Waadhoeke,Friesland,21,3,120,46399,Waadhoeke,0.002586262634970581,2.586262634970581,25.86262634970581
2020-09-24,GM1950,1950,Westerwolde,Groningen,20,6,30,26657,Westerwolde,0.0011254079603856399,1.12540796038564,11.254079603856399
2020-09-24,GM1952,1952,Midden-Groningen,Groningen,20,3,84,60897,Midden-Groningen,0.0013793782944972659,1.379378294497266,13.793782944972659
2020-09-24,GM1954,1954,Beekdaelen,Limburg,31,0,203,35931,Beekdaelen,0.005649717514124294,5.649717514124294,56.497175141242934
2020-09-24,GM1955,1955,Montferland,Gelderland,25,0,133,36365,Montferland,0.0036573628488931666,3.6573628488931664,36.57362848893167
2020-09-24,GM1959,1959,Altena,Noord-Brabant,30,2,194,57056,Altena,0.003400168255748738,3.400168255748738,34.00168255748738
2020-09-24,GM1960,1960,West Betuwe,Gelderland,25,2,260,52009,West Betuwe,0.0049991347651368034,4.999134765136803,49.99134765136803
2020-09-24,GM1961,1961,Vijfheerenlanden,Utrecht,26,14,450,58957,Vijfheerenlanden,0.007632681445799481,7.632681445799482,76.32681445799481
2020-09-24,GM1963,1963,Hoeksche Waard,Zuid-Holland,28,10,573,88832,Hoeksche Waard,0.006450378242074928,6.450378242074929,64.50378242074929
2020-09-24,GM1966,1966,Het Hogeland,Groningen,20,1,93,48001,Het Hogeland,0.001937459636257578,1.937459636257578,19.37459636257578
2020-09-24,GM1969,1969,Westerkwartier,Groningen,20,4,86,64331,Westerkwartier,0.0013368360510484837,1.3368360510484836,13.368360510484838
2020-09-24,GM1970,1970,Noardeast-Fryslân,Friesland,21,0,94,45612,Noardeast-Frysl�n,0.0020608611768832765,2.0608611768832765,20.608611768832766
2020-09-24,GM1978,1978,Molenlanden,Zuid-Holland,28,2,179,44692,Molenlanden,0.0040051910856529135,4.005191085652913,40.05191085652913
2020-09-25,GM0003,3,Appingedam,Groningen,20,0,14,,,,,
2020-09-25,GM0010,10,Delfzijl,Groningen,20,0,67,,,,,
2020-09-25,GM0014,14,Groningen,Groningen,20,66,934,234949,Groningen,0.003975330816475065,3.9753308164750645,39.75330816475065
2020-09-25,GM0024,24,Loppersum,Groningen,20,1,8,,,,,
2020-09-25,GM0034,34,Almere,Flevoland,24,25,1207,218334,Almere,0.005528227394725512,5.528227394725512,55.28227394725512
2020-09-25,GM0037,37,Stadskanaal,Groningen,20,3,42,31881,Stadskanaal,0.0013173990778206455,1.3173990778206455,13.173990778206454
2020-09-25,GM0047,47,Veendam,Groningen,20,2,44,27465,Veendam,0.0016020389586746768,1.6020389586746768,16.020389586746766
2020-09-25,GM0050,50,Zeewolde,Flevoland,24,3,93,23464,Zeewolde,0.0039635185816570065,3.9635185816570067,39.635185816570065
2020-09-25,GM0059,59,Achtkarspelen,Friesland,21,1,28,27957,Achtkarspelen,0.0010015380763315092,1.0015380763315092,10.015380763315092
2020-09-25,GM0060,60,Ameland,Friesland,21,0,0,3749,Ameland,0,0,0
2020-09-25,GM0072,72,Harlingen,Friesland,21,0,25,15922,Harlingen,0.0015701545032031153,1.5701545032031152,15.701545032031152
2020-09-25,GM0074,74,Heerenveen,Friesland,21,1,131,51211,Heerenveen,0.002558044170197809,2.5580441701978094,25.580441701978092
2020-09-25,GM0080,80,Leeuwarden,Friesland,21,23,280,125712,Leeuwarden,0.0022273132238767976,2.2273132238767976,22.273132238767975
2020-09-25,GM0085,85,Ooststellingwerf,Friesland,21,1,12,25714,Ooststellingwerf,0.00046667185190946565,0.46667185190946564,4.6667185190946565
2020-09-25,GM0086,86,Opsterland,Friesland,21,1,35,29791,Opsterland,0.001174851465207613,1.1748514652076132,11.74851465207613
2020-09-25,GM0088,88,Schiermonnikoog,Friesland,21,0,0,945,Schiermonnikoog,0,0,0
2020-09-25,GM0090,90,Smallingerland,Friesland,21,2,82,55798,Smallingerland,0.001469586723538478,1.469586723538478,14.69586723538478
2020-09-25,GM0093,93,Terschelling,Friesland,21,2,5,4917,Terschelling,0.001016880211511084,1.016880211511084,10.16880211511084
2020-09-25,GM0096,96,Vlieland,Friesland,21,0,0,1198,Vlieland,0,0,0
2020-09-25,GM0098,98,Weststellingwerf,Friesland,21,2,44,26275,Weststellingwerf,0.0016745956232159848,1.6745956232159847,16.74595623215985
2020-09-25,GM0106,106,Assen,Drenthe,22,7,111,69069,Assen,0.0016070885636103027,1.6070885636103027,16.07088563610303
2020-09-25,GM0109,109,Coevorden,Drenthe,22,1,80,35472,Coevorden,0.0022552999548940008,2.2552999548940007,22.552999548940008
2020-09-25,GM0114,114,Emmen,Drenthe,22,26,244,107958,Emmen,0.002260138201893329,2.260138201893329,22.60138201893329
2020-09-25,GM0118,118,Hoogeveen,Drenthe,22,9,123,55964,Hoogeveen,0.0021978414695161177,2.1978414695161175,21.978414695161177
2020-09-25,GM0119,119,Meppel,Drenthe,22,4,75,34749,Meppel,0.002158335491668825,2.158335491668825,21.58335491668825
2020-09-25,GM0141,141,Almelo,Overijssel,23,8,183,73164,Almelo,0.0025012301131704115,2.5012301131704113,25.012301131704117
2020-09-25,GM0147,147,Borne,Overijssel,23,1,67,24095,Borne,0.002780659887943557,2.780659887943557,27.80659887943557
2020-09-25,GM0148,148,Dalfsen,Overijssel,23,1,110,29182,Dalfsen,0.003769446919333836,3.769446919333836,37.694469193338364
2020-09-25,GM0150,150,Deventer,Overijssel,23,7,478,101553,Deventer,0.004706901814815909,4.706901814815908,47.06901814815909
2020-09-25,GM0153,153,Enschede,Overijssel,23,14,475,160341,Enschede,0.0029624363076193863,2.9624363076193863,29.624363076193863
2020-09-25,GM0158,158,Haaksbergen,Overijssel,23,15,149,24257,Haaksbergen,0.006142556787731376,6.142556787731376,61.42556787731376
2020-09-25,GM0160,160,Hardenberg,Overijssel,23,0,202,61890,Hardenberg,0.003263855227015673,3.2638552270156733,32.63855227015673
2020-09-25,GM0163,163,Hellendoorn,Overijssel,23,0,104,35998,Hellendoorn,0.0028890493916328684,2.8890493916328683,28.890493916328683
2020-09-25,GM0164,164,Hengelo,Overijssel,23,13,245,81531,Hengelo,0.0030049919662459676,3.0049919662459676,30.049919662459676
2020-09-25,GM0166,166,Kampen,Overijssel,23,1,415,54902,Kampen,0.007558923172197734,7.5589231721977335,75.58923172197734
2020-09-25,GM0168,168,Losser,Overijssel,23,1,50,23142,Losser,0.0021605738484141387,2.160573848414139,21.605738484141387
2020-09-25,GM0171,171,Noordoostpolder,Flevoland,24,3,113,48199,Noordoostpolder,0.0023444469802278056,2.3444469802278056,23.444469802278057
2020-09-25,GM0173,173,Oldenzaal,Overijssel,23,6,111,31781,Oldenzaal,0.003492652842893553,3.492652842893553,34.92652842893553
2020-09-25,GM0175,175,Ommen,Overijssel,23,3,88,18459,Ommen,0.004767322173465518,4.7673221734655185,47.67322173465518
2020-09-25,GM0177,177,Raalte,Overijssel,23,6,199,38166,Raalte,0.005214064874495624,5.214064874495624,52.140648744956245
2020-09-25,GM0180,180,Staphorst,Overijssel,23,0,71,17278,Staphorst,0.004109271906470657,4.109271906470656,41.092719064706564
2020-09-25,GM0183,183,Tubbergen,Overijssel,23,4,106,21359,Tubbergen,0.004962779156327543,4.962779156327543,49.62779156327544
2020-09-25,GM0184,184,Urk,Flevoland,24,3,90,21507,Urk,0.004184684056353746,4.1846840563537455,41.846840563537455
2020-09-25,GM0189,189,Wierden,Overijssel,23,4,83,24677,Wierden,0.003363455849576529,3.3634558495765288,33.63455849576529
2020-09-25,GM0193,193,Zwolle,Overijssel,23,11,540,130943,Zwolle,0.004123931787113477,4.123931787113476,41.239317871134766
2020-09-25,GM0197,197,Aalten,Gelderland,25,0,95,27122,Aalten,0.0035026915419216873,3.502691541921687,35.02691541921687
2020-09-25,GM0200,200,Apeldoorn,Gelderland,25,38,680,165741,Apeldoorn,0.004102786878322201,4.102786878322201,41.02786878322201
2020-09-25,GM0202,202,Arnhem,Gelderland,25,19,792,164319,Arnhem,0.004819893012980849,4.819893012980849,48.19893012980849
2020-09-25,GM0203,203,Barneveld,Gelderland,25,1,208,60652,Barneveld,0.003429400514410077,3.429400514410077,34.29400514410077
2020-09-25,GM0209,209,Beuningen,Gelderland,25,4,141,26242,Beuningen,0.005373066077280695,5.373066077280695,53.73066077280695
2020-09-25,GM0213,213,Brummen,Gelderland,25,5,66,20866,Brummen,0.0031630403527269243,3.163040352726924,31.63040352726924
2020-09-25,GM0214,214,Buren,Gelderland,25,-1,75,27237,Buren,0.0027536072254653594,2.7536072254653594,27.536072254653593
2020-09-25,GM0216,216,Culemborg,Gelderland,25,10,170,29320,Culemborg,0.005798090040927694,5.798090040927694,57.98090040927694
2020-09-25,GM0221,221,Doesburg,Gelderland,25,1,49,11037,Doesburg,0.004439612213463804,4.439612213463803,44.39612213463804
2020-09-25,GM0222,222,Doetinchem,Gelderland,25,8,199,58593,Doetinchem,0.0033963101394364516,3.3963101394364514,33.963101394364514
2020-09-25,GM0225,225,Druten,Gelderland,25,1,134,19191,Druten,0.006982439685269137,6.982439685269137,69.82439685269136
2020-09-25,GM0226,226,Duiven,Gelderland,25,1,85,24908,Duiven,0.0034125582142283603,3.41255821422836,34.125582142283605
2020-09-25,GM0228,228,Ede,Gelderland,25,13,490,120101,Ede,0.0040798994179898585,4.079899417989859,40.798994179898585
2020-09-25,GM0230,230,Elburg,Gelderland,25,1,173,23728,Elburg,0.007290964261631828,7.290964261631828,72.90964261631828
2020-09-25,GM0232,232,Epe,Gelderland,25,6,168,33218,Epe,0.005057498946354386,5.057498946354386,50.57498946354386
2020-09-25,GM0233,233,Ermelo,Gelderland,25,2,199,27268,Ermelo,0.007297931641484524,7.297931641484524,72.97931641484524
2020-09-25,GM0243,243,Harderwijk,Gelderland,25,5,290,48824,Harderwijk,0.0059397017860068815,5.939701786006881,59.397017860068814
2020-09-25,GM0244,244,Hattem,Gelderland,25,2,59,12312,Hattem,0.004792072774528915,4.792072774528915,47.92072774528915
2020-09-25,GM0246,246,Heerde,Gelderland,25,6,235,19038,Heerde,0.012343733585460658,12.343733585460658,123.43733585460659
2020-09-25,GM0252,252,Heumen,Gelderland,25,4,113,16918,Heumen,0.006679276510225795,6.679276510225796,66.79276510225796
2020-09-25,GM0262,262,Lochem,Gelderland,25,6,131,34086,Lochem,0.0038432200903596786,3.8432200903596785,38.43220090359679
2020-09-25,GM0263,263,Maasdriel,Gelderland,25,1,84,25618,Maasdriel,0.003278944492153954,3.278944492153954,32.78944492153954
2020-09-25,GM0267,267,Nijkerk,Gelderland,25,10,166,44436,Nijkerk,0.0037357097848591233,3.7357097848591234,37.35709784859123
2020-09-25,GM0268,268,Nijmegen,Gelderland,25,63,1522,179494,Nijmegen,0.00847939206881567,8.47939206881567,84.7939206881567
2020-09-25,GM0269,269,Oldebroek,Gelderland,25,1,191,23974,Oldebroek,0.007966964211228831,7.966964211228832,79.66964211228832
2020-09-25,GM0273,273,Putten,Gelderland,25,8,82,24627,Putten,0.0033296788078125633,3.3296788078125634,33.29678807812564
2020-09-25,GM0274,274,Renkum,Gelderland,25,1,134,31320,Renkum,0.004278416347381865,4.278416347381865,42.784163473818644
2020-09-25,GM0275,275,Rheden,Gelderland,25,5,189,43458,Rheden,0.00434902664641723,4.34902664641723,43.4902664641723
2020-09-25,GM0277,277,Rozendaal,Gelderland,25,0,5,1755,Rozendaal,0.002849002849002849,2.849002849002849,28.490028490028493
2020-09-25,GM0279,279,Scherpenzeel,Gelderland,25,1,42,10317,Scherpenzeel,0.004070950857807502,4.070950857807502,40.709508578075024
2020-09-25,GM0281,281,Tiel,Gelderland,25,6,209,42294,Tiel,0.004941599281221923,4.941599281221923,49.41599281221923
2020-09-25,GM0285,285,Voorst,Gelderland,25,1,109,25019,Voorst,0.004356688916423518,4.356688916423518,43.56688916423518
2020-09-25,GM0289,289,Wageningen,Gelderland,25,4,192,40056,Wageningen,0.004793289394847214,4.793289394847214,47.93289394847214
2020-09-25,GM0293,293,Westervoort,Gelderland,25,0,57,14943,Westervoort,0.003814495081308974,3.814495081308974,38.14495081308974
2020-09-25,GM0294,294,Winterswijk,Gelderland,25,2,75,29144,Winterswijk,0.0025734284930002743,2.573428493000274,25.734284930002744
2020-09-25,GM0296,296,Wijchen,Gelderland,25,7,249,41302,Wijchen,0.0060287637402547094,6.02876374025471,60.28763740254709
2020-09-25,GM0297,297,Zaltbommel,Gelderland,25,6,144,30041,Zaltbommel,0.004793448953097433,4.793448953097433,47.93448953097433
2020-09-25,GM0299,299,Zevenaar,Gelderland,25,9,186,44676,Zevenaar,0.00416330915928015,4.16330915928015,41.633091592801506
2020-09-25,GM0301,301,Zutphen,Gelderland,25,2,152,48322,Zutphen,0.003145565167004677,3.145565167004677,31.45565167004677
2020-09-25,GM0302,302,Nunspeet,Gelderland,25,1,255,28233,Nunspeet,0.009031983848687706,9.031983848687705,90.31983848687706
2020-09-25,GM0303,303,Dronten,Flevoland,24,0,148,43026,Dronten,0.003439780597778088,3.4397805977780878,34.39780597778088
2020-09-25,GM0307,307,Amersfoort,Utrecht,26,15,653,158836,Amersfoort,0.004111158679392581,4.111158679392582,41.11158679392582
2020-09-25,GM0308,308,Baarn,Utrecht,26,2,100,24881,Baarn,0.004019131063863993,4.019131063863993,40.191310638639926
2020-09-25,GM0310,310,De Bilt,Utrecht,26,9,275,43486,De Bilt,0.006323874350365635,6.323874350365635,63.23874350365635
2020-09-25,GM0312,312,Bunnik,Utrecht,26,2,80,15684,Bunnik,0.00510073960724305,5.10073960724305,51.0073960724305
2020-09-25,GM0313,313,Bunschoten,Utrecht,26,4,116,22323,Bunschoten,0.005196434171034359,5.196434171034359,51.96434171034359
2020-09-25,GM0317,317,Eemnes,Utrecht,26,1,36,9462,Eemnes,0.003804692454026633,3.804692454026633,38.04692454026633
2020-09-25,GM0321,321,Houten,Utrecht,26,6,252,50305,Houten,0.005009442401351754,5.0094424013517544,50.09442401351754
2020-09-25,GM0327,327,Leusden,Utrecht,26,0,123,30756,Leusden,0.003999219664455716,3.9992196644557163,39.99219664455716
2020-09-25,GM0331,331,Lopik,Utrecht,26,1,115,14540,Lopik,0.007909215955983494,7.909215955983495,79.09215955983494
2020-09-25,GM0335,335,Montfoort,Utrecht,26,2,97,13813,Montfoort,0.007022370230941866,7.022370230941866,70.22370230941867
2020-09-25,GM0339,339,Renswoude,Utrecht,26,0,25,5637,Renswoude,0.0044349831470640415,4.434983147064042,44.34983147064042
2020-09-25,GM0340,340,Rhenen,Utrecht,26,1,67,20253,Rhenen,0.003308151878734015,3.308151878734015,33.08151878734015
2020-09-25,GM0342,342,Soest,Utrecht,26,8,203,47104,Soest,0.00430961277173913,4.30961277173913,43.0961277173913
2020-09-25,GM0344,344,Utrecht,Utrecht,26,109,3208,362715,Utrecht,0.00884440952262796,8.84440952262796,88.44409522627959
2020-09-25,GM0345,345,Veenendaal,Utrecht,26,7,299,67789,Veenendaal,0.004410745106138164,4.410745106138164,44.10745106138164
2020-09-25,GM0351,351,Woudenberg,Utrecht,26,0,49,13921,Woudenberg,0.003519862078873644,3.519862078873644,35.19862078873644
2020-09-25,GM0352,352,Wijk bij Duurstede,Utrecht,26,2,72,23942,Wijk bij Duurstede,0.003007267563277922,3.0072675632779218,30.07267563277922
2020-09-25,GM0353,353,IJsselstein,Utrecht,26,2,222,33443,IJsselstein,0.006638160452112549,6.638160452112549,66.3816045211255
2020-09-25,GM0355,355,Zeist,Utrecht,26,15,411,66019,Zeist,0.006225480543479907,6.225480543479907,62.254805434799074
2020-09-25,GM0356,356,Nieuwegein,Utrecht,26,3,337,64529,Nieuwegein,0.005222458119605138,5.222458119605139,52.22458119605138
2020-09-25,GM0358,358,Aalsmeer,Noord-Holland,27,7,126,32532,Aalsmeer,0.0038731095536702325,3.8731095536702327,38.73109553670233
2020-09-25,GM0361,361,Alkmaar,Noord-Holland,27,14,433,110834,Alkmaar,0.003906743418084703,3.906743418084703,39.06743418084703
2020-09-25,GM0362,362,Amstelveen,Noord-Holland,27,27,792,92509,Amstelveen,0.008561329167972845,8.561329167972845,85.61329167972845
2020-09-25,GM0363,363,Amsterdam,Noord-Holland,27,360,11218,885941,Amsterdam,0.012662242745284392,12.662242745284392,126.62242745284392
2020-09-25,GM0370,370,Beemster,Noord-Holland,27,1,39,,,,,
2020-09-25,GM0373,373,Bergen (NH.),Noord-Holland,27,10,158,29756,Bergen (NH.),0.005309853474929426,5.309853474929426,53.09853474929427
2020-09-25,GM0375,375,Beverwijk,Noord-Holland,27,5,192,42133,Beverwijk,0.0045569980775164365,4.556998077516436,45.56998077516437
2020-09-25,GM0376,376,Blaricum,Noord-Holland,27,0,64,12385,Blaricum,0.005167541380702463,5.167541380702463,51.67541380702463
2020-09-25,GM0377,377,Bloemendaal,Noord-Holland,27,4,136,23679,Bloemendaal,0.005743485789095823,5.743485789095823,57.43485789095823
2020-09-25,GM0383,383,Castricum,Noord-Holland,27,3,117,36265,Castricum,0.0032262512063973526,3.2262512063973525,32.262512063973524
2020-09-25,GM0384,384,Diemen,Noord-Holland,27,11,341,32011,Diemen,0.010652588172815594,10.652588172815594,106.52588172815595
2020-09-25,GM0385,385,Edam-Volendam,Noord-Holland,27,4,226,36439,Edam-Volendam,0.006202146052306594,6.2021460523065945,62.02146052306594
2020-09-25,GM0388,388,Enkhuizen,Noord-Holland,27,2,45,18652,Enkhuizen,0.002412609907784688,2.412609907784688,24.12609907784688
2020-09-25,GM0392,392,Haarlem,Noord-Holland,27,31,872,163065,Haarlem,0.005347560788642566,5.347560788642566,53.47560788642566
2020-09-25,GM0394,394,Haarlemmermeer,Noord-Holland,27,31,904,159342,Haarlemmermeer,0.005673331576106739,5.673331576106739,56.73331576106739
2020-09-25,GM0396,396,Heemskerk,Noord-Holland,27,1,148,39145,Heemskerk,0.0037808149188913016,3.7808149188913016,37.80814918891301
2020-09-25,GM0397,397,Heemstede,Noord-Holland,27,9,177,27578,Heemstede,0.00641815940242222,6.41815940242222,64.1815940242222
2020-09-25,GM0398,398,Heerhugowaard,Noord-Holland,27,7,273,,,,,
2020-09-25,GM0399,399,Heiloo,Noord-Holland,27,1,72,24430,Heiloo,0.0029471960704052394,2.9471960704052393,29.471960704052393
2020-09-25,GM0400,400,Den Helder,Noord-Holland,27,2,76,56356,Den Helder,0.001348569806231812,1.3485698062318119,13.48569806231812
2020-09-25,GM0402,402,Hilversum,Noord-Holland,27,9,526,91840,Hilversum,0.005727351916376307,5.727351916376307,57.27351916376307
2020-09-25,GM0405,405,Hoorn,Noord-Holland,27,8,259,74397,Hoorn,0.0034813231716332646,3.4813231716332647,34.813231716332645
2020-09-25,GM0406,406,Huizen,Noord-Holland,27,5,299,40962,Huizen,0.007299448269127484,7.299448269127485,72.99448269127484
2020-09-25,GM0415,415,Landsmeer,Noord-Holland,27,2,72,11565,Landsmeer,0.0062256809338521405,6.22568093385214,62.25680933852141
2020-09-25,GM0416,416,Langedijk,Noord-Holland,27,7,98,,,,,
2020-09-25,GM0417,417,Laren,Noord-Holland,27,2,58,11571,Laren,0.005012531328320802,5.012531328320802,50.125313283208015
2020-09-25,GM0420,420,Medemblik,Noord-Holland,27,6,104,45478,Medemblik,0.002286820000879546,2.2868200008795463,22.868200008795462
2020-09-25,GM0431,431,Oostzaan,Noord-Holland,27,0,49,9665,Oostzaan,0.005069839627521986,5.069839627521986,50.698396275219864
2020-09-25,GM0432,432,Opmeer,Noord-Holland,27,4,22,12126,Opmeer,0.001814283358073561,1.814283358073561,18.14283358073561
